altitude	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	zone_A	couvert
3184	24	335	144	3540	252	211	73	2190	0	0
3251	32	450	205	3781	238	225	93	2266	0	0
2957	33	431	26	2053	119	230	240	1103	0	1
3198	9	30	0	3069	201	246	183	450	0	0
3074	12	90	16	2576	194	222	166	684	0	0
3276	6	95	-1	1129	213	231	157	2353	1	0
2861	29	30	-5	2040	242	175	42	1485	0	1
2930	22	120	71	1136	197	188	121	3291	0	0
3035	13	509	176	1771	219	211	125	2980	0	0
3082	26	182	61	2907	143	211	204	2619	0	0
3191	8	680	184	2377	229	224	128	2791	0	0
3091	20	741	54	1999	182	253	204	815	0	1
3021	25	283	162	534	196	180	110	2911	0	1
3026	17	379	167	1040	190	209	155	3421	0	1
3187	9	731	176	2445	236	229	124	2951	0	0
3110	6	30	0	510	226	242	150	2105	1	0
3143	9	573	106	1950	234	238	135	914	0	1
3110	1	30	1	560	217	239	159	1991	1	0
3298	15	433	17	1064	239	238	124	2800	1	0
3137	14	684	100	1822	238	239	128	765	0	1
3109	15	484	39	1981	205	254	181	845	0	1
3381	16	301	69	1639	229	246	144	3008	1	0
3200	28	324	140	3190	133	207	208	3093	0	0
3148	8	323	50	1714	213	225	148	3409	0	0
3318	20	150	22	1400	233	243	132	3019	1	0
3072	16	192	58	1463	240	209	94	1215	0	0
3200	10	42	3	4227	231	241	141	3231	0	0
3144	13	242	65	3417	182	234	192	3159	0	0
3130	12	60	-5	4018	234	220	118	3260	0	0
3043	14	335	56	1140	219	207	121	1180	0	1
3264	10	127	5	3323	221	247	161	1572	0	0
3055	12	331	-43	641	237	238	130	1396	1	0
3150	11	153	43	2184	199	223	163	638	0	0
3187	10	67	6	2758	206	249	179	1271	0	0
3090	18	67	27	1911	165	231	204	418	0	0
3033	15	488	79	1320	182	247	203	421	0	1
3182	18	60	-1	4270	239	204	89	3467	0	0
3119	6	247	-12	1107	232	232	134	1790	1	0
3268	20	0	0	4432	230	194	89	3589	0	0
3225	11	134	12	4480	239	231	121	3537	0	0
3034	5	335	-64	660	229	234	139	1307	1	0
3296	21	649	199	3305	161	215	192	3513	0	1
3163	14	42	1	1396	242	231	115	2442	1	0
3052	11	201	35	1233	209	219	147	2619	0	0
3001	9	150	36	285	235	231	127	1034	1	0
3120	9	0	0	1290	229	243	145	2067	1	0
3011	3	228	33	488	220	241	157	1075	1	0
2866	2	175	49	832	222	234	150	484	0	1
3139	8	390	29	1767	211	223	148	2761	0	0
3014	5	162	3	430	227	232	139	1050	1	0
3155	14	108	-14	1530	234	212	107	2335	1	0
3052	9	90	23	1556	220	248	162	42	0	1
3190	17	124	26	2490	176	218	181	2761	0	0
3162	11	446	42	1956	212	217	140	2642	0	0
3392	23	277	56	4305	243	231	106	3210	0	0
3163	12	589	61	1760	206	217	148	2601	0	0
2866	34	228	20	819	164	248	199	582	0	1
3205	22	90	23	2706	177	198	154	2707	0	0
3225	17	270	-26	1622	238	206	93	2503	1	0
3351	14	404	72	3961	228	246	147	1922	0	0
3139	8	648	122	1653	209	226	154	2520	0	0
3051	13	618	231	391	224	211	119	960	0	1
3040	17	108	36	150	197	203	140	774	1	0
3149	11	510	108	690	239	223	115	1376	0	1
3243	17	30	11	2982	180	213	171	2630	0	0
3142	11	500	99	660	239	226	117	1359	0	1
2858	29	150	35	421	217	163	62	402	0	1
3167	16	210	28	2471	242	234	117	564	0	0
3273	9	418	57	4282	227	244	149	2249	0	0
3066	10	30	6	552	199	227	167	1396	1	0
3259	8	342	19	3207	230	241	143	1167	0	1
3243	10	60	12	4707	191	234	183	2708	0	0
3103	7	1	0	1034	223	225	137	2070	1	1
3111	18	297	-6	1986	225	247	147	192	0	0
3119	19	190	34	2151	224	248	149	162	0	0
3109	4	0	0	1084	226	232	141	2130	1	1
3254	12	134	36	4656	187	230	183	2672	0	0
3268	12	192	45	4710	186	231	185	2731	0	0
3021	3	60	0	1436	218	242	161	634	0	1
3228	18	134	34	4336	169	222	192	2371	0	0
3160	7	120	17	811	201	234	173	1909	1	1
2933	36	268	95	943	180	246	176	234	0	1
3023	17	127	-12	2155	195	254	192	417	0	1
3166	6	192	-3	3137	218	245	163	1253	0	1
3200	42	108	42	2985	111	136	139	1120	0	1
3238	17	309	77	1230	194	207	149	2382	1	0
3183	14	256	45	3571	185	223	177	1812	0	0
3258	9	559	142	3565	201	247	184	1964	0	1
2946	23	124	57	1170	175	191	148	860	0	1
2997	16	234	107	2096	196	253	190	1176	0	1
3186	22	446	-45	3335	160	244	219	1809	0	1
2948	11	721	71	744	207	219	149	1167	0	0
3194	23	594	122	3444	177	253	206	1956	0	0
3042	22	213	42	518	241	234	111	1587	0	1
2917	11	162	34	1611	215	217	137	1256	0	1
3113	20	295	-1	942	250	210	79	1167	0	1
3005	13	190	53	1018	241	225	111	1150	0	0
3387	21	1087	272	3988	158	227	209	2508	0	1
3224	8	0	0	1426	234	231	129	2582	1	0
3124	20	430	69	450	250	218	87	1332	0	0
3022	18	30	-6	993	243	208	88	1290	0	0
3096	24	42	7	1138	235	238	119	972	0	0
2952	28	323	183	760	131	212	216	1250	0	0
2725	9	0	0	902	219	221	138	830	0	0
2807	10	0	0	794	200	226	164	1130	0	0
2895	18	201	43	532	222	197	103	1631	0	0
3085	15	323	88	451	184	219	173	1832	0	0
2921	18	256	69	626	219	197	106	1611	0	0
2751	8	0	0	1216	219	246	162	908	0	0
3022	7	85	0	787	215	226	148	1440	0	0
3159	20	492	80	1095	185	199	148	1588	0	0
2962	13	234	-7	845	224	210	118	1577	0	0
3074	15	67	13	1283	244	218	99	1660	0	0
3054	12	95	3	1395	216	213	132	1710	0	0
3173	13	875	-28	1342	185	235	191	1328	0	0
3178	10	582	170	793	196	230	173	1973	0	0
3071	10	85	6	1426	217	218	137	1771	0	0
3084	30	481	163	2930	135	240	235	2497	0	1
2877	28	127	33	1273	254	196	50	1507	0	0
3139	28	566	230	2262	221	168	62	2220	0	0
2933	19	283	89	2368	183	205	157	1860	0	0
3187	11	395	120	2052	215	216	137	2173	0	1
2916	19	212	52	2308	212	195	112	2081	0	0
2974	14	285	-37	900	201	213	148	2029	0	0
2991	18	268	-39	960	188	207	155	2076	0	0
2962	22	150	31	2215	186	191	137	1584	0	0
3011	20	362	-19	1027	191	195	137	2055	0	0
3044	26	228	125	2524	146	241	228	2735	0	1
3146	14	201	5	120	180	240	200	2589	0	1
2978	25	134	54	2244	233	181	66	2649	0	0
3294	12	900	91	1885	207	215	143	708	0	0
3084	23	67	19	1215	212	183	97	2557	0	0
3019	19	752	124	1282	221	196	103	1945	0	0
2924	14	547	159	1575	228	212	113	1832	0	1
3024	30	190	97	2132	226	163	49	2760	0	0
3194	14	60	11	1513	181	238	197	2518	0	0
2962	13	658	200	1681	226	211	116	2016	0	1
3251	18	190	44	1471	167	238	210	2656	0	0
3145	22	437	219	1832	249	202	70	2966	0	0
3220	11	60	13	1324	194	230	176	2730	0	0
2919	14	213	60	2742	178	237	198	2254	0	1
3112	12	124	36	2856	210	216	141	1419	0	0
3134	15	120	34	1620	182	223	180	2297	0	1
3100	22	730	75	1855	212	186	101	2070	0	0
3277	10	962	63	598	210	250	174	2848	0	1
3157	24	352	96	2967	228	183	75	918	0	0
2893	19	42	10	2916	182	252	204	2195	0	0
3187	18	690	251	1364	236	201	89	2539	0	1
2880	22	150	63	2447	229	188	81	2108	0	0
3227	23	67	20	1872	201	185	112	2214	0	0
3172	16	742	79	309	201	254	185	2635	0	1
3204	6	743	-1	1063	231	235	138	2242	0	1
3210	8	743	0	1019	231	235	137	2206	0	1
3182	9	331	-23	663	213	247	170	2160	0	1
3205	21	240	18	2183	224	247	145	1637	0	0
3317	16	600	178	2503	178	222	184	212	0	0
3200	12	733	-9	914	230	244	143	2131	0	1
2984	13	42	1	3441	183	235	192	1880	0	0
3383	20	270	75	2372	162	224	201	2278	0	0
3014	15	497	75	1463	241	215	100	2270	0	1
3205	11	120	18	2285	233	241	139	1610	0	0
3049	11	95	4	3707	192	228	176	1747	0	0
3259	13	0	0	2465	233	214	111	1699	0	0
3131	6	618	90	649	225	243	153	1795	0	1
3098	15	247	-2	3789	177	228	190	1588	0	0
3081	13	91	5	3872	190	224	173	1749	0	0
3112	7	590	50	366	227	242	148	1621	0	1
3141	15	270	23	2782	216	206	121	1054	0	0
3068	21	618	91	3444	172	202	165	1734	0	1
3248	13	755	30	3505	185	227	181	1172	0	0
3172	15	360	54	2852	219	207	119	972	0	0
3058	22	240	17	912	247	227	96	1638	0	0
3122	21	618	108	3600	171	205	170	1698	0	1
3007	17	67	14	999	237	240	127	1645	0	1
3311	20	618	22	3031	229	195	91	1041	0	0
3318	19	234	48	3267	249	220	91	1159	0	0
2991	3	85	4	1048	224	239	151	1635	0	1
3049	14	153	36	514	226	210	115	1064	0	1
3337	14	499	119	4198	181	233	192	1890	0	0
3007	11	0	0	750	240	229	118	1196	0	1
3175	26	277	51	3602	252	214	73	277	0	0
3219	13	0	0	4298	184	229	184	1380	0	0
3178	20	391	107	4039	188	198	144	631	0	0
3234	13	443	-1	4224	210	211	136	646	0	0
3191	14	0	0	4235	187	220	172	418	0	0
3173	5	0	0	4235	212	230	156	582	0	0
3221	6	175	30	4354	204	237	172	541	0	0
3228	19	277	49	4592	172	220	186	902	0	0
3277	11	192	19	4674	207	220	151	853	0	0
3087	31	666	-2	3974	151	248	223	1142	0	1
3183	16	285	92	3336	230	245	141	573	0	1
3087	15	295	-5	2947	219	250	160	912	0	1
2699	21	300	-88	2907	225	247	144	1784	0	1
2770	9	153	34	1015	224	246	155	424	0	1
2613	16	30	-9	3284	234	242	134	2563	0	0
2576	30	234	71	1340	185	251	186	1194	0	1
2622	29	323	139	1022	209	246	150	960	0	1
2698	19	60	-12	782	207	253	174	716	0	1
2543	14	108	-14	2278	228	211	113	2315	0	1
2641	19	201	35	2614	200	196	128	2507	0	1
2575	11	67	16	1020	238	234	124	1626	0	1
2580	1	134	6	592	219	240	157	1117	0	1
2580	3	127	14	582	219	242	159	1084	0	1
2724	12	0	0	1806	230	215	116	1831	0	1
2828	15	331	37	2295	179	245	204	1822	0	1
2957	1	331	84	3433	218	240	159	2355	0	1
2688	0	182	-4	1477	218	238	156	1630	0	1
2797	10	30	-5	1992	210	223	151	1570	0	1
2842	13	420	39	2402	212	213	135	1643	0	1
2515	26	42	10	721	245	184	51	930	0	1
2884	20	95	16	3334	205	254	176	1978	0	1
2645	3	201	59	1252	224	237	147	1493	0	1
2739	14	218	43	1864	243	227	110	1180	0	1
2578	19	134	26	1008	195	199	138	1106	0	1
2828	27	85	23	2536	239	230	103	1154	0	1
2851	26	153	46	2630	251	192	53	1173	0	1
2685	14	127	32	1894	244	227	108	997	0	1
2832	27	124	27	2631	253	194	53	1107	0	1
2549	26	30	6	1570	166	252	214	1188	0	1
2572	16	404	8	1061	228	203	104	1170	0	1
2706	14	60	5	2188	227	209	112	564	0	1
2743	27	0	0	2876	180	253	198	1209	0	1
2353	18	42	7	430	232	199	93	537	0	1
2605	12	335	78	2452	215	213	133	514	0	1
2680	14	0	0	2684	196	214	156	6646	1	0
2683	13	0	0	2654	201	216	152	6675	1	0
2713	15	0	0	2980	206	208	137	6344	1	0
2709	17	0	0	2950	209	201	125	6374	1	0
2706	19	0	0	2920	210	195	115	6404	1	0
2699	18	30	3	2890	207	200	127	6434	1	0
2699	17	30	6	2860	202	202	133	6464	1	0
2696	16	30	6	2830	202	207	140	6494	1	0
2696	14	30	6	2770	208	211	138	6553	1	0
2693	15	30	7	2741	205	209	139	6583	1	0
2693	15	30	10	2711	211	207	129	6613	1	1
2686	11	30	6	2681	207	218	149	6643	1	1
2690	9	30	10	2651	210	223	151	6673	1	1
2686	11	30	3	2621	228	217	120	6703	1	1
2680	15	30	0	2591	237	213	106	6733	1	1
2670	15	0	0	2561	242	216	100	6763	1	1
2722	15	0	0	3067	200	210	145	6252	1	0
2722	17	30	9	3037	192	207	151	6282	1	0
2722	18	30	9	3007	192	205	148	6312	1	0
2722	19	30	9	2977	195	200	139	6342	1	0
2719	21	30	6	2947	196	193	128	6372	1	0
2716	23	30	7	2918	201	185	112	6403	1	0
2709	21	42	3	2888	199	189	120	6432	1	0
2709	19	60	13	2858	200	196	128	6462	1	1
2703	17	60	10	2828	203	202	132	6492	1	1
2703	15	60	14	2798	202	208	140	6522	1	1
2699	14	60	13	2768	208	210	137	6552	1	1
2699	12	60	9	2738	210	215	140	6582	1	1
2696	13	60	10	2708	220	211	123	6612	1	1
2690	9	60	7	2678	220	221	137	6641	1	1
2693	6	60	13	2648	228	230	136	6671	1	1
2686	13	60	6	2618	242	225	109	6701	1	1
2680	17	42	10	2589	247	220	96	6732	1	1
2670	20	30	0	2559	250	216	84	6761	1	1
2660	17	30	-8	2529	244	231	109	6791	1	1
2726	15	0	0	3185	198	214	153	6131	1	0
2732	16	0	0	3155	192	210	154	6161	1	0
2729	18	30	7	3125	193	206	148	6190	1	0
2733	16	30	13	3095	195	209	150	6220	1	0
2729	14	30	7	3065	198	212	151	6250	1	0
2732	16	42	10	3035	189	211	159	6280	1	0
2732	18	60	19	3005	190	205	150	6310	1	0
2732	19	60	19	2975	190	200	144	6340	1	0
2732	21	60	19	2946	190	193	135	6370	1	1
2729	24	60	17	2916	194	181	114	6400	1	1
2722	25	67	13	2886	194	180	113	6430	1	1
2719	23	85	13	2856	200	186	114	6460	1	1
2713	19	90	17	2826	205	196	122	6490	1	1
2713	17	90	20	2796	201	204	137	6520	1	1
2709	17	90	19	2766	205	202	129	6550	1	1
2706	15	90	20	2736	212	206	128	6580	1	1
2703	14	90	13	2706	225	208	114	6610	1	1
2696	13	90	11	2676	236	216	110	6640	1	1
2690	15	90	7	2646	245	224	104	6670	1	1
2680	20	85	10	2616	248	224	95	6700	1	1
2673	23	67	3	2587	250	221	84	6730	1	1
2660	26	60	-8	2557	251	215	75	6760	1	1
2650	19	30	-2	2526	243	234	111	6790	1	1
2647	11	0	0	2496	214	251	170	6820	1	1
2808	10	277	50	3903	228	244	147	5410	1	1
2808	14	258	56	3873	221	249	158	5440	1	1
2811	15	234	60	3843	220	250	159	5470	1	1
2732	10	0	0	3303	199	225	165	6009	1	0
2737	14	30	4	3273	195	216	158	6039	1	0
2736	16	30	7	3243	190	211	158	6069	1	0
2739	17	30	10	3215	194	205	146	6099	1	0
2736	17	30	7	3184	191	206	151	6129	1	0
2739	16	30	13	3154	190	210	157	6159	1	0
2739	15	42	7	3124	196	210	150	6189	1	1
2739	16	60	17	3094	199	209	145	6219	1	1
2736	15	60	17	3064	200	211	147	6249	1	1
2739	15	67	17	3034	186	216	168	6279	1	1
2742	16	85	20	3004	189	210	157	6309	1	1
2742	17	90	29	2974	193	206	148	6339	1	1
2742	18	90	29	2944	193	203	146	6370	1	1
2742	20	91	29	2914	201	193	124	6399	1	1
2736	22	95	23	2884	204	188	113	6428	1	1
2732	22	108	23	2854	209	187	105	6458	1	1
2722	20	120	16	2824	210	194	113	6488	1	1
2719	16	120	23	2794	203	205	136	6518	1	1
2719	16	120	26	2764	210	204	126	6548	1	1
2713	16	120	23	2735	223	203	110	6578	1	1
2706	17	120	20	2704	237	205	93	6608	1	1
2696	21	120	6	2674	249	205	74	6639	1	1
2683	23	120	13	2644	252	211	74	6668	1	1
2673	24	108	3	2614	251	218	80	6698	1	1
2663	28	95	-5	2584	252	215	74	6728	1	1
2651	27	67	-2	2554	251	216	76	6758	1	1
2640	18	42	-5	2524	237	239	125	6788	1	1
2644	17	30	-1	2495	202	254	184	6818	1	1
2808	10	277	50	3932	235	225	121	5378	1	1
2804	8	255	46	3902	235	233	130	5408	1	1
2801	10	234	43	3872	230	243	145	5438	1	1
2801	13	216	49	3842	220	250	161	5468	1	1
2804	12	193	52	3812	232	243	141	5498	1	1
2739	10	0	0	3362	214	220	143	5948	1	0
2736	13	30	0	3332	197	217	159	5978	1	0
2742	18	30	10	3302	177	212	173	6008	1	0
2745	18	42	13	3272	185	207	158	6037	1	0
2745	18	60	13	3242	185	208	159	6067	1	0
2749	18	60	20	3213	192	205	148	6097	1	1
2745	18	60	16	3182	192	205	148	6127	1	1
2749	17	60	20	3152	192	207	151	6157	1	1
2746	16	68	19	3122	197	209	147	6188	1	1
2749	15	86	17	3092	200	210	145	6217	1	1
2745	15	90	23	3062	201	209	144	6247	1	1
2745	16	95	26	3033	183	216	170	6277	1	1
2752	14	108	30	3002	193	215	160	6307	1	1
2749	14	120	27	2972	199	214	151	6337	1	1
2752	14	121	39	2943	199	214	151	6367	1	1
2749	15	120	36	2912	211	207	129	6397	1	1
2745	17	124	32	2882	213	202	120	6427	1	1
2739	20	134	26	2853	216	193	105	6458	1	1
2732	19	150	24	2824	217	196	108	6487	1	1
2729	14	150	23	2793	213	210	131	6517	1	1
2726	13	150	30	2763	223	211	120	6547	1	1
2719	17	150	27	2733	236	205	96	6578	1	1
2709	22	150	19	2703	245	198	71	6607	1	1
2693	29	150	7	2673	251	188	46	6637	1	1
2676	28	150	6	2643	254	196	51	6667	1	1
2663	27	120	30	2613	253	207	62	6697	1	1
2650	27	90	16	2583	252	213	69	6727	1	1
2640	25	60	6	2553	249	220	82	6757	1	1
2632	19	31	-1	2523	236	240	127	6787	1	1
2634	23	0	0	2493	206	252	170	6817	1	1
2818	6	283	53	3961	223	227	140	5347	1	1
2811	12	259	53	3931	236	217	110	5377	1	1
2804	12	234	46	3901	237	223	116	5407	1	1
2798	8	212	40	3871	234	232	130	5437	1	1
2796	7	192	37	3841	225	243	152	5467	1	1
2798	10	175	46	3811	229	244	146	5497	1	1
2745	14	0	0	3391	190	219	168	5916	1	0
2745	16	30	6	3361	194	210	153	5946	1	0
2745	20	42	6	3331	175	206	167	5976	1	0
2752	22	60	16	3301	169	204	172	6006	1	0
2755	19	67	23	3271	184	203	154	6036	1	1
2755	18	85	23	3241	185	206	158	6066	1	1
2758	20	90	26	3211	184	201	152	6096	1	1
2755	22	90	26	3181	181	195	147	6126	1	1
2758	22	90	29	3151	184	193	141	6156	1	1
2755	20	95	26	3121	194	197	136	6186	1	1
2756	17	108	29	3091	199	205	139	6216	1	1
2752	16	120	20	3061	196	207	146	6246	1	1
2755	19	124	33	3031	180	211	168	6276	1	1
2759	16	134	39	3001	193	211	154	6306	1	1
2755	14	151	33	2971	202	213	146	6336	1	1
2758	12	150	36	2941	204	218	150	6366	1	1
2755	12	150	42	2911	217	213	131	6396	1	1
2752	13	153	39	2881	218	211	126	6426	1	1
2749	16	162	37	2851	225	203	108	6456	1	1
2739	17	175	26	2821	230	203	101	6486	1	1
2732	11	180	23	2791	229	216	119	6516	1	1
2729	13	180	23	2762	239	217	108	6547	1	1
2719	19	180	23	2731	247	211	85	6576	1	1
2709	24	180	16	2701	251	200	64	6606	1	1
2693	30	180	3	2672	251	183	38	6635	1	1
2673	30	150	39	2643	252	182	36	6665	1	1
2657	29	120	23	2612	254	191	44	6695	1	1
2640	27	90	6	2582	254	204	60	6725	1	1
2631	24	60	-1	2552	251	218	80	6755	1	1
2621	21	30	-11	2522	239	237	117	6785	1	1
2621	23	0	0	2492	218	248	150	6815	1	1
2818	7	296	50	3990	222	224	137	5315	1	1
2818	6	268	53	3960	227	228	135	5345	1	1
2811	12	242	46	3930	234	217	113	5375	1	1
2804	13	216	46	3900	232	214	112	5406	1	1
2798	11	192	40	3870	231	218	118	5435	1	1
2795	7	171	37	3840	232	230	130	5465	1	1
2791	10	150	33	3810	236	238	131	5495	1	1
2788	14	134	36	3780	238	238	127	5525	1	1
2749	9	0	0	3571	199	231	172	5736	1	0
2752	11	30	7	3541	201	221	158	5765	1	0
2752	14	30	7	3511	202	210	143	5795	1	0
2749	17	0	0	3481	198	204	142	5825	1	0
2749	18	0	0	3451	192	205	148	5855	1	0
2749	18	30	10	3421	185	209	161	5885	1	0
2752	19	30	13	3391	177	210	169	5915	1	0
2755	22	42	10	3361	174	201	162	5945	1	0
2758	24	67	19	3331	164	197	168	5975	1	1
2765	23	85	26	3301	168	199	167	6005	1	1
2765	20	95	29	3271	184	198	148	6035	1	1
2765	20	108	33	3241	181	202	155	6065	1	1
2768	21	120	36	3211	175	200	160	6095	1	1
2772	23	120	40	3181	174	193	152	6125	1	1
2773	24	120	43	3151	181	186	136	6155	1	1
2768	24	124	39	3121	190	184	124	6185	1	1
2765	22	134	36	3091	192	189	127	6215	1	1
2762	21	150	36	3061	187	197	143	6245	1	1
2765	20	153	33	3031	178	205	163	6275	1	1
2769	18	162	46	3001	193	203	147	6305	1	1
2765	16	175	46	2971	207	205	132	6335	1	1
2762	11	180	41	2941	210	216	142	6365	1	1
2762	11	180	40	2911	218	215	132	6395	1	1
2755	12	182	42	2881	221	213	125	6424	1	1
2752	15	190	39	2851	230	207	105	6454	1	1
2742	17	201	29	2821	237	204	92	6484	1	1
2736	14	210	23	2791	238	213	102	6514	1	1
2727	19	210	17	2761	247	211	85	6544	1	1
2716	23	210	95	2731	252	208	70	6574	1	1
2703	26	192	90	2701	254	204	61	6604	1	1
2690	29	170	76	2671	254	194	46	6634	1	1
2673	31	150	59	2641	253	185	36	6664	1	1
2654	30	120	20	2611	253	184	36	6694	1	1
2637	28	90	4	2581	253	192	46	6724	1	1
2621	25	60	-11	2551	253	207	67	6754	1	1
2611	20	30	-8	2521	245	231	107	6784	1	1
2827	14	295	36	4020	228	209	111	5284	1	1
2821	11	277	53	3990	225	215	123	5314	1	1
2818	9	255	50	3960	228	221	126	5344	1	1
2815	10	228	49	3930	232	221	120	5374	1	1
2811	12	201	46	3900	235	218	113	5404	1	1
2804	14	175	46	3870	240	218	105	5434	1	1
2795	14	150	37	3840	243	223	107	5464	1	1
2788	14	127	30	3810	242	230	113	5494	1	1
2781	13	108	23	3780	239	236	125	5524	1	1
2778	14	95	26	3751	240	235	122	5554	1	1
2749	11	0	0	3600	197	225	166	5704	1	0
2755	13	30	13	3570	187	223	175	5734	1	0
2755	12	42	6	3540	195	221	165	5765	1	0
2758	14	42	9	3510	194	214	158	5794	1	0
2758	17	30	9	3480	194	206	146	5824	1	0
2759	18	30	9	3450	192	205	148	5854	1	0
2758	18	42	9	3420	184	207	160	5884	1	0
2762	20	60	23	3390	170	207	174	5914	1	0
2768	21	67	29	3360	171	205	170	5944	1	1
2772	20	85	27	3330	173	206	170	5974	1	1
2775	20	108	36	3300	174	207	169	6004	1	1
2778	20	124	39	3270	184	198	148	6034	1	1
2775	21	135	39	3240	179	198	154	6064	1	1
2781	21	150	49	3210	175	202	162	6094	1	1
2781	20	150	49	3180	180	204	159	6124	1	1
2785	20	150	53	3150	192	198	141	6154	1	1
2781	21	153	52	3120	199	192	123	6184	1	1
2778	21	162	49	3090	195	192	129	6214	1	1
2775	20	175	46	3060	194	197	136	6245	1	1
2775	17	182	50	3030	191	211	157	6275	1	1
2779	13	190	46	3000	207	214	142	6303	1	1
2772	13	201	50	2970	220	211	123	6333	1	1
2768	11	210	49	2940	215	217	137	6363	1	1
2765	11	210	43	2910	218	215	132	6393	1	1
2762	12	212	40	2880	221	213	124	6423	1	1
2758	17	218	45	2850	229	203	101	6454	1	1
2746	20	228	32	2820	236	195	81	6483	1	1
2736	19	240	23	2790	243	202	81	6513	1	1
2726	26	216	105	2760	251	197	60	6543	1	1
2709	28	193	88	2730	254	197	51	6573	1	1
2696	29	170	75	2700	254	201	52	6603	1	1
2681	30	150	66	2670	254	201	52	6634	1	1
2667	31	127	53	2640	254	196	45	6663	1	1
2650	31	108	36	2610	254	190	38	6693	1	1
2634	30	90	0	2580	254	193	43	6723	1	1
2618	28	60	-2	2550	254	201	57	6753	1	1
2604	18	30	-2	2520	247	226	100	6783	1	1
2601	13	0	0	2490	235	241	134	6813	1	1
2837	10	283	59	4050	225	219	127	5253	1	1
2834	12	268	43	4020	231	214	115	5283	1	1
2827	12	255	36	3990	232	215	113	5313	1	1
2821	11	234	53	3960	234	219	116	5343	1	1
2814	11	212	46	3930	237	223	116	5373	1	1
2808	13	190	43	3900	241	221	108	5403	1	1
2798	16	162	34	3871	245	217	97	5433	1	1
2791	17	134	33	3840	246	217	94	5463	1	1
2781	14	108	23	3810	244	224	107	5493	1	1
2778	12	85	20	3780	240	232	120	5523	1	1
2773	13	67	14	3750	241	232	119	5553	1	1
2768	19	60	16	3720	247	223	97	5583	1	1
2755	8	0	0	3630	206	228	160	5673	1	0
2755	13	30	7	3600	187	224	176	5703	1	0
2762	14	42	13	3570	188	222	172	5733	1	0
2762	13	67	20	3540	192	220	167	5763	1	0
2768	14	67	19	3510	188	218	169	5794	1	0
2768	16	60	19	3480	192	210	154	5823	1	0
2768	17	60	19	3450	193	206	148	5853	1	0
2768	16	67	19	3420	189	210	159	5883	1	0
2772	18	85	23	3390	175	216	180	5913	1	0
2778	17	95	39	3360	179	215	174	5943	1	1
2778	17	108	39	3330	179	214	173	5973	1	1
2785	18	127	40	3300	176	212	174	6003	1	1
2788	17	150	50	3270	190	207	153	6033	1	1
2788	17	162	49	3240	187	208	158	6063	1	1
2791	17	175	55	3210	186	210	161	6093	1	1
2791	16	180	59	3180	188	212	162	6123	1	1
2795	15	180	63	3150	199	209	145	6153	1	1
2788	17	182	56	3121	207	202	127	6183	1	1
2788	16	190	60	3091	204	205	134	6213	1	1
2785	15	201	56	3060	208	206	131	6243	1	1
2781	12	212	52	3030	209	216	143	6273	1	1
2781	10	218	55	3000	220	219	133	6303	1	1
2775	11	228	43	2970	227	218	122	6333	1	1
2772	8	240	50	2940	217	223	141	6363	1	1
2772	10	240	53	2910	221	218	131	6393	1	1
2765	11	242	43	2880	226	216	123	6423	1	1
2762	15	247	40	2850	233	209	103	6453	1	1
2752	22	256	128	2820	243	194	69	6483	1	1
2739	26	228	115	2790	249	191	55	6512	1	1
2722	31	201	98	2760	254	184	32	6542	1	1
2703	33	175	83	2730	254	187	33	6572	1	1
2686	32	150	65	2700	254	196	43	6602	1	1
2670	31	127	49	2670	253	201	50	6632	1	1
2657	31	108	43	2640	253	201	50	6662	1	1
2640	32	85	26	2610	254	197	44	6692	1	1
2624	28	67	10	2580	254	202	55	6722	1	1
2611	24	61	3	2550	252	207	69	6752	1	1
2598	13	42	-1	2520	241	223	109	6782	1	1
2594	4	30	-5	2490	215	231	153	6812	1	1
2598	13	30	-2	2460	194	219	163	6842	1	1
2601	24	0	0	2430	153	208	191	6872	1	1
2610	20	0	0	2340	200	195	127	6962	1	1
2605	15	0	1	2310	207	208	136	6992	1	1
2603	8	0	0	2280	208	226	156	7022	1	1
2603	5	0	0	2250	208	234	165	7052	1	1
2844	8	268	63	4080	231	225	127	5222	1	1
2840	10	257	59	4050	238	226	119	5252	1	1
2834	13	242	56	4020	242	227	113	5282	1	1
2827	12	228	36	3990	241	227	114	5312	1	1
2821	12	212	30	3960	241	225	113	5342	1	1
2814	13	192	46	3930	241	223	110	5372	1	1
2808	13	170	40	3900	242	222	108	5402	1	1
2801	15	150	36	3870	242	216	100	5432	1	1
2791	19	124	26	3840	245	210	88	5462	1	1
2782	15	95	23	3810	244	218	99	5492	1	1
2775	13	67	17	3780	242	227	111	5522	1	1
2768	14	42	10	3750	243	229	112	5552	1	1
2762	15	30	4	3720	244	226	106	5582	1	1
2752	7	30	0	3690	232	230	130	5612	1	1
2755	7	0	0	3660	201	234	173	5642	1	0
2758	12	30	6	3631	188	226	178	5672	1	0
2762	16	42	7	3600	180	220	180	5702	1	0
2768	14	67	19	3570	189	219	169	5732	1	0
2768	13	85	19	3540	194	222	166	5762	1	0
2775	14	90	27	3480	192	220	167	5822	1	0
2778	14	90	29	3450	199	213	151	5852	1	0
2775	13	95	27	3420	198	216	155	5882	1	0
2778	14	108	29	3390	183	224	181	5912	1	1
